point_id,x,y,freq_hz,field_db,noise_db,device_id,calib_version
P21,8.0,18.0,1000,-7.5,-38.5,FSM-01,CAL-2026A
P21,8.0,18.0,2000,-7.6,-37.2,FSM-01,CAL-2026A
P21,8.0,18.0,4000,-8.1,-37.2,FSM-01,CAL-2026A
P21,8.0,18.0,5000,-8.4,-38.9,FSM-01,CAL-2026A
P23,18.0,18.0,100,-3.7,-37.2,FSM-01,CAL-2026A
P23,18.0,18.0,500,-5.6,-38.2,FSM-01,CAL-2026A
P23,18.0,18.0,1000,-5.8,-37.1,FSM-01,CAL-2026A
P23,18.0,18.0,2000,-5.6,-38.0,FSM-01,CAL-2026A
P23,18.0,18.0,4000,-6.8,-37.2,FSM-01,CAL-2026A
P23,18.0,18.0,5000,-6.8,-38.1,FSM-01,CAL-2026A
P25,28.0,18.0,100,-3.6,-37.5,FSM-01,CAL-2026A
P25,28.0,18.0,500,-4.9,-38.2,FSM-01,CAL-2026A
P25,28.0,18.0,1000,-5.1,-38.7,FSM-01,CAL-2026A
P25,28.0,18.0,2000,-5.3,-38.8,FSM-01,CAL-2026A
P25,28.0,18.0,4000,-6.3,-38.2,FSM-01,CAL-2026A
P25,28.0,18.0,5000,-5.9,-38.9,FSM-01,CAL-2026A
P27,38.0,18.0,100,-5.8,-38.1,FSM-01,CAL-2026A
P27,38.0,18.0,500,-6.8,-37.3,FSM-01,CAL-2026A
P27,38.0,18.0,1000,-7.5,-37.6,FSM-01,CAL-2026A
P27,38.0,18.0,2000,-7.1,-37.0,FSM-01,CAL-2026A
P27,38.0,18.0,4000,-8.3,-38.2,FSM-01,CAL-2026A
P27,38.0,18.0,5000,-8.4,-38.8,FSM-01,CAL-2026A
P29,48.0,18.0,100,-4.0,-35.6,FSM-01,CAL-2026A
P29,48.0,18.0,500,-5.7,-35.3,FSM-01,CAL-2026A
P29,48.0,18.0,1000,-5.7,-36.5,FSM-01,CAL-2026A
P29,48.0,18.0,2000,-5.6,-36.1,FSM-01,CAL-2026A
P29,48.0,18.0,4000,-7.1,-35.4,FSM-01,CAL-2026A
P29,48.0,18.0,5000,-7.1,-35.0,FSM-01,CAL-2026A
P31,8.0,22.0,100,-5.8,-38.6,FSM-01,CAL-2026A
P31,8.0,22.0,500,-6.7,-38.3,FSM-01,CAL-2026A
P31,8.0,22.0,1000,-7.3,-37.2,FSM-01,CAL-2026A
P31,8.0,22.0,2000,-7.4,-37.3,FSM-01,CAL-2026A
P31,8.0,22.0,4000,-8.3,-38.7,FSM-01,CAL-2026A
P31,8.0,22.0,5000,-8.2,-38.7,FSM-01,CAL-2026A
P33,18.0,22.0,100,-3.9,-38.9,FSM-01,CAL-2026A
P33,18.0,22.0,500,-5.9,-37.4,FSM-01,CAL-2026A
P33,18.0,22.0,1000,-5.8,-38.4,FSM-01,CAL-2026A
P33,18.0,22.0,2000,-5.8,-38.9,FSM-01,CAL-2026A
P33,18.0,22.0,4000,-6.3,-37.9,FSM-01,CAL-2026A
P33,18.0,22.0,5000,-6.3,-38.0,FSM-01,CAL-2026A
P35,28.0,22.0,100,-3.6,-38.0,FSM-01,CAL-2026A
P35,28.0,22.0,500,-5.7,-38.0,FSM-01,CAL-2026A
P35,28.0,22.0,1000,-5.0,-38.9,FSM-01,CAL-2026A
P35,28.0,22.0,2000,-5.1,-37.3,FSM-01,CAL-2026A
P35,28.0,22.0,4000,-6.3,-38.1,FSM-01,CAL-2026A
P35,28.0,22.0,5000,-6.0,-38.9,FSM-01,CAL-2026A
P37,38.0,22.0,100,-5.5,-38.2,FSM-01,CAL-2026A
P37,38.0,22.0,500,-6.9,-38.0,FSM-01,CAL-2026A
P37,38.0,22.0,1000,-6.7,-38.9,FSM-01,CAL-2026A
P37,38.0,22.0,2000,-7.3,-37.8,FSM-01,CAL-2026A
P37,38.0,22.0,4000,-8.4,-38.4,FSM-01,CAL-2026A
P37,38.0,22.0,5000,-7.9,-37.9,FSM-01,CAL-2026A
P39,48.0,22.0,100,-4.5,-34.6,FSM-01,CAL-2026A
P39,48.0,22.0,500,-5.8,-35.6,FSM-01,CAL-2026A
P39,48.0,22.0,1000,-5.7,-36.3,FSM-01,CAL-2026A
P39,48.0,22.0,2000,-5.7,-34.8,FSM-01,CAL-2026A
P39,48.0,22.0,4000,-6.7,-35.0,FSM-01,CAL-2026A
P39,48.0,22.0,5000,-6.6,-36.1,FSM-01,CAL-2026A
P41,8.0,26.0,100,-5.0,-38.5,FSM-01,CAL-2026A
P41,8.0,26.0,500,-6.6,-38.1,FSM-01,CAL-2026A
P41,8.0,26.0,1000,-6.5,-38.8,FSM-01,CAL-2026A
P41,8.0,26.0,2000,-6.5,-37.7,FSM-01,CAL-2026A
P41,8.0,26.0,4000,-7.5,-38.7,FSM-01,CAL-2026A
P41,8.0,26.0,5000,-7.1,-38.9,FSM-01,CAL-2026A
P43,18.0,26.0,100,-4.0,-38.8,FSM-01,CAL-2026A
P43,18.0,26.0,500,-6.1,-37.5,FSM-01,CAL-2026A
P43,18.0,26.0,1000,-5.6,-37.9,FSM-01,CAL-2026A
P43,18.0,26.0,2000,-5.7,-37.9,FSM-01,CAL-2026A
P43,18.0,26.0,4000,-6.9,-38.8,FSM-01,CAL-2026A
P43,18.0,26.0,5000,-6.9,-37.7,FSM-01,CAL-2026A
P45,28.0,26.0,100,-4.0,-37.3,FSM-01,CAL-2026A
P45,28.0,26.0,500,-5.5,-37.1,FSM-01,CAL-2026A
P45,28.0,26.0,1000,-5.6,-38.3,FSM-01,CAL-2026A
P45,28.0,26.0,2000,-5.7,-38.6,FSM-01,CAL-2026A
P45,28.0,26.0,4000,-6.6,-38.6,FSM-01,CAL-2026A
P45,28.0,26.0,5000,-7.0,-37.3,FSM-01,CAL-2026A
P47,38.0,26.0,100,-5.0,-37.5,FSM-01,CAL-2026A
P47,38.0,26.0,500,-6.4,-37.4,FSM-01,CAL-2026A
P47,38.0,26.0,1000,-6.2,-37.1,FSM-01,CAL-2026A
P47,38.0,26.0,2000,-6.2,-37.8,FSM-01,CAL-2026A
P47,38.0,26.0,4000,-7.3,-38.9,FSM-01,CAL-2026A
P47,38.0,26.0,5000,-7.1,-37.3,FSM-01,CAL-2026A
P49,48.0,26.0,100,-4.6,-38.6,FSM-01,CAL-2026A
P49,48.0,26.0,500,-5.8,-38.4,FSM-01,CAL-2026A
P49,48.0,26.0,1000,-6.1,-39.0,FSM-01,CAL-2026A
P49,48.0,26.0,2000,-5.6,-37.9,FSM-01,CAL-2026A
P49,48.0,26.0,4000,-7.0,-38.7,FSM-01,CAL-2026A
P49,48.0,26.0,5000,-6.8,-38.9,FSM-01,CAL-2026A
P51,8.0,30.0,100,-5.4,-38.6,FSM-01,CAL-2026A
P51,8.0,30.0,500,-7.2,-38.3,FSM-01,CAL-2026A
P51,8.0,30.0,1000,-7.2,-37.6,FSM-01,CAL-2026A
P51,8.0,30.0,2000,-6.9,-37.9,FSM-01,CAL-2026A
P51,8.0,30.0,4000,-13.4,-38.9,FSM-01,CAL-2026A
P51,8.0,30.0,5000,-13.4,-37.8,FSM-01,CAL-2026A
P53,18.0,30.0,100,-4.5,-38.5,FSM-01,CAL-2026A
P53,18.0,30.0,500,-6.0,-38.0,FSM-01,CAL-2026A
P53,18.0,30.0,1000,-6.2,-38.5,FSM-01,CAL-2026A
P53,18.0,30.0,2000,-5.9,-38.8,FSM-01,CAL-2026A
P53,18.0,30.0,4000,-7.2,-38.4,FSM-01,CAL-2026A
P53,18.0,30.0,5000,-7.0,-38.0,FSM-01,CAL-2026A
P55,28.0,30.0,100,-4.6,-38.9,FSM-01,CAL-2026A
P55,28.0,30.0,500,-6.3,-37.8,FSM-01,CAL-2026A
P55,28.0,30.0,1000,-6.6,-38.4,FSM-01,CAL-2026A
P55,28.0,30.0,2000,-6.4,-38.7,FSM-01,CAL-2026A
P55,28.0,30.0,4000,-7.4,-38.3,FSM-01,CAL-2026A
P55,28.0,30.0,5000,-7.6,-37.5,FSM-01,CAL-2026A
P57,38.0,30.0,100,-4.4,-38.2,FSM-01,CAL-2026A
P57,38.0,30.0,500,-5.5,-38.0,FSM-01,CAL-2026A
P57,38.0,30.0,1000,-5.4,-37.4,FSM-01,CAL-2026A
P57,38.0,30.0,2000,-6.0,-37.3,FSM-01,CAL-2026A
P57,38.0,30.0,4000,-7.0,-39.0,FSM-01,CAL-2026A
P57,38.0,30.0,5000,-6.3,-37.3,FSM-01,CAL-2026A
P59,48.0,30.0,100,-4.5,-37.9,FSM-01,CAL-2026A
P59,48.0,30.0,500,-5.9,-38.2,FSM-01,CAL-2026A
P59,48.0,30.0,1000,-6.4,-39.0,FSM-01,CAL-2026A
P59,48.0,30.0,2000,-6.2,-37.4,FSM-01,CAL-2026A
P59,48.0,30.0,4000,-7.0,-37.3,FSM-01,CAL-2026A
P59,48.0,30.0,5000,-6.7,-38.8,FSM-01,CAL-2026A
P61,8.0,34.0,100,-6.6,-38.5,FSM-01,CAL-2026A
P61,8.0,34.0,500,-8.3,-38.0,FSM-01,CAL-2026A
P61,8.0,34.0,1000,-8.5,-38.4,FSM-01,CAL-2026A
P61,8.0,34.0,2000,-8.5,-38.3,FSM-01,CAL-2026A
P61,8.0,34.0,4000,-14.6,-38.0,FSM-01,CAL-2026A
P61,8.0,34.0,5000,-14.7,-38.0,FSM-01,CAL-2026A
P63,18.0,34.0,100,-5.1,-38.3,FSM-01,CAL-2026A
P63,18.0,34.0,500,-6.8,-37.4,FSM-01,CAL-2026A
P63,18.0,34.0,1000,-6.7,-38.5,FSM-01,CAL-2026A
P63,18.0,34.0,2000,-7.2,-38.6,FSM-01,CAL-2026A
P63,18.0,34.0,4000,-7.9,-37.5,FSM-01,CAL-2026A
P63,18.0,34.0,5000,-7.8,-38.6,FSM-01,CAL-2026A
P65,28.0,34.0,100,-5.4,-38.0,FSM-01,CAL-2026A
P65,28.0,34.0,500,-6.9,-37.5,FSM-01,CAL-2026A
P65,28.0,34.0,1000,-7.2,-37.2,FSM-01,CAL-2026A
P65,28.0,34.0,2000,-7.1,-37.7,FSM-01,CAL-2026A
P65,28.0,34.0,4000,-8.0,-37.3,FSM-01,CAL-2026A
P65,28.0,34.0,5000,-8.0,-38.7,FSM-01,CAL-2026A
P67,38.0,34.0,100,-4.4,-38.1,FSM-01,CAL-2026A
P67,38.0,34.0,500,-5.7,-38.5,FSM-01,CAL-2026A
P67,38.0,34.0,1000,-5.9,-38.0,FSM-01,CAL-2026A
P67,38.0,34.0,2000,-5.7,-38.1,FSM-01,CAL-2026A
P67,38.0,34.0,4000,-6.9,-37.3,FSM-01,CAL-2026A
P67,38.0,34.0,5000,-6.9,-37.3,FSM-01,CAL-2026A
P69,48.0,34.0,100,-4.9,-37.8,FSM-01,CAL-2026A
P69,48.0,34.0,500,-6.7,-38.1,FSM-01,CAL-2026A
P69,48.0,34.0,1000,-6.6,-37.4,FSM-01,CAL-2026A
P69,48.0,34.0,2000,-6.4,-38.1,FSM-01,CAL-2026A
P69,48.0,34.0,4000,-7.4,-37.7,FSM-01,CAL-2026A
P69,48.0,34.0,5000,-7.8,-38.0,FSM-01,CAL-2026A
R01,6,30,100,-6.7,-38.9,FSM-01,CAL-2026A
R01,6,30,500,-8.2,-37.2,FSM-01,CAL-2026A
R01,6,30,1000,-8.0,-37.6,FSM-01,CAL-2026A
R01,6,30,2000,-7.9,-38.7,FSM-01,CAL-2026A
R01,6,30,4000,-14.1,-38.1,FSM-01,CAL-2026A
R01,6,30,5000,-13.9,-38.0,FSM-01,CAL-2026A
R02,10,33,100,-6.2,-38.3,FSM-01,CAL-2026A
R02,10,33,500,-7.7,-38.2,FSM-01,CAL-2026A
R02,10,33,1000,-7.6,-37.8,FSM-01,CAL-2026A
R02,10,33,2000,-7.2,-37.7,FSM-01,CAL-2026A
R02,10,33,4000,-13.8,-38.8,FSM-01,CAL-2026A
R02,10,33,5000,-13.3,-38.4,FSM-01,CAL-2026A
R03,14,29,100,-4.7,-37.7,FSM-01,CAL-2026A
R03,14,29,500,-6.1,-37.3,FSM-01,CAL-2026A
R03,14,29,1000,-6.5,-37.8,FSM-01,CAL-2026A
R03,14,29,2000,-6.7,-38.3,FSM-01,CAL-2026A
R03,14,29,4000,-12.0,-37.6,FSM-01,CAL-2026A
R03,14,29,5000,-12.5,-37.8,FSM-01,CAL-2026A
R04,8,35,100,-7.0,-38.4,FSM-01,CAL-2026A
R04,8,35,500,-9.0,-37.4,FSM-01,CAL-2026A
R04,8,35,1000,-8.6,-37.7,FSM-01,CAL-2026A
R04,8,35,2000,-8.6,-37.5,FSM-01,CAL-2026A
R04,8,35,4000,-14.7,-37.9,FSM-01,CAL-2026A
R04,8,35,5000,-14.8,-38.2,FSM-01,CAL-2026A
R05,50,18,100,-4.0,-33.1,FSM-01,CAL-2026A
R05,50,18,500,-5.6,-33.4,FSM-01,CAL-2026A
R05,50,18,1000,-5.0,-32.9,FSM-01,CAL-2026A
R05,50,18,2000,-5.6,-33.6,FSM-01,CAL-2026A
R05,50,18,4000,-6.7,-32.2,FSM-01,CAL-2026A
R05,50,18,5000,-6.7,-32.3,FSM-01,CAL-2026A
R06,52,24,100,-3.6,-31.2,FSM-01,CAL-2026A
R06,52,24,500,-5.7,-32.2,FSM-01,CAL-2026A
R06,52,24,1000,-5.1,-32.7,FSM-01,CAL-2026A
R06,52,24,2000,-5.4,-32.6,FSM-01,CAL-2026A
R06,52,24,4000,-6.1,-31.4,FSM-01,CAL-2026A
R06,52,24,5000,-6.1,-32.6,FSM-01,CAL-2026A
R07,46,22,100,-4.8,-38.2,FSM-01,CAL-2026A
R07,46,22,500,-6.1,-38.5,FSM-01,CAL-2026A
R07,46,22,1000,-6.3,-38.4,FSM-01,CAL-2026A
R07,46,22,2000,-6.0,-38.1,FSM-01,CAL-2026A
R07,46,22,4000,-7.2,-38.4,FSM-01,CAL-2026A
R07,46,22,5000,-7.0,-38.1,FSM-01,CAL-2026A
P-MISS,30.0,22.0,100,-6.8,-37.5,FSM-02,CAL-2026A
P-MISS,30.0,22.0,500,-6.8,-37.5,FSM-02,CAL-2026A
P-MISS,30.0,22.0,1000,-6.8,-37.5,FSM-02,CAL-2026A
P-MISS,30.0,22.0,2000,-6.8,-37.5,FSM-02,CAL-2026A
P-MISS,30.0,22.0,4000,-6.8,-37.5,FSM-02,CAL-2026A
P-MISS,30.0,22.0,5000,-6.8,-37.5,FSM-02,CAL-2026A
